#grid point     #iterations     #chem_iter      #cond_iter      converged               elem_conserved          p (bar)                 T (K)                   n_<tot> (cm-3)          n_g (cm-3)              m (u)                   e-      Al      Ar      C       Ca      Cl      Co      Cr      Cu      F       Fe      Ge      H       He      K       Mg      Mn      N       Na      Ne      Ni      O       P       S       Si      Ti      V       Zn      
733             0               8               0               ok                      ok                      1.1777987012e+00        1.0000000000e+03        1.5876713056e+19        8.5307612666e+18        2.3285827135e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
734             0               8               0               ok                      ok                      1.2080421347e+00        1.0000000000e+03        1.6284420222e+19        8.7498135636e+18        2.3285864353e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
735             0               8               0               ok                      ok                      1.2390621569e+00        1.0000000000e+03        1.6702596406e+19        8.9744906703e+18        2.3285900559e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
736             0               8               0               ok                      ok                      1.2708787092e+00        1.0000000000e+03        1.7131510447e+19        9.2049370202e+18        2.3285935800e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
737             0               8               0               ok                      ok                      1.3035122447e+00        1.0000000000e+03        1.7571438086e+19        9.4413007555e+18        2.3285970123e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
738             0               8               0               ok                      ok                      1.3369837418e+00        1.0000000000e+03        1.8022662144e+19        9.6837338225e+18        2.3286003572e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
739             0               8               0               ok                      ok                      1.3713147178e+00        1.0000000000e+03        1.8485472707e+19        9.9323920689e+18        2.3286036189e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
740             0               8               0               ok                      ok                      1.4065272421e+00        1.0000000000e+03        1.8960167309e+19        1.0187435345e+19        2.3286068015e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
741             0               8               0               ok                      ok                      1.4426439512e+00        1.0000000000e+03        1.9447051123e+19        1.0449027604e+19        2.3286099090e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
742             0               8               0               ok                      ok                      1.4796880627e+00        1.0000000000e+03        1.9946437161e+19        1.0717337011e+19        2.3286129450e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
743             0               8               0               ok                      ok                      1.5176833903e+00        1.0000000000e+03        2.0458646471e+19        1.0992536049e+19        2.3286159132e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
744             0               8               0               ok                      ok                      1.5566543593e+00        1.0000000000e+03        2.0984008346e+19        1.1274801628e+19        2.3286188171e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
745             0               8               0               ok                      ok                      1.5966260221e+00        1.0000000000e+03        2.1522860535e+19        1.1564315203e+19        2.3286216599e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
746             0               8               0               ok                      ok                      1.6376240745e+00        1.0000000000e+03        2.2075549459e+19        1.1861262888e+19        2.3286244450e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
747             0               8               0               ok                      ok                      1.6796748721e+00        1.0000000000e+03        2.2642430437e+19        1.2165835575e+19        2.3286271752e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
748             0               8               0               ok                      ok                      1.7228054471e+00        1.0000000000e+03        2.3223867910e+19        1.2478229058e+19        2.3286298537e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
749             0               8               0               ok                      ok                      1.7670435261e+00        1.0000000000e+03        2.3820235679e+19        1.2798644160e+19        2.3286324831e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
750             0               8               0               ok                      ok                      1.8124175474e+00        1.0000000000e+03        2.4431917143e+19        1.3127286858e+19        2.3286350662e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
751             0               8               0               ok                      ok                      1.8589566796e+00        1.0000000000e+03        2.5059305547e+19        1.3464368421e+19        2.3286376056e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
752             0               8               0               ok                      ok                      1.9066908405e+00        1.0000000000e+03        2.5702804233e+19        1.3810105541e+19        2.3286401038e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
753             0               8               0               ok                      ok                      1.9556507159e+00        1.0000000000e+03        2.6362826903e+19        1.4164720475e+19        2.3286425632e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
754             0               8               0               ok                      ok                      2.0058677795e+00        1.0000000000e+03        2.7039797880e+19        1.4528441186e+19        2.3286449860e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
755             0               8               0               ok                      ok                      2.0573743134e+00        1.0000000000e+03        2.7734152384e+19        1.4901501493e+19        2.3286473745e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
756             0               8               0               ok                      ok                      2.1102034286e+00        1.0000000000e+03        2.8446336813e+19        1.5284141216e+19        2.3286497309e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
757             0               8               0               ok                      ok                      2.1643890861e+00        1.0000000000e+03        2.9176809025e+19        1.5676606336e+19        2.3286520570e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
758             0               8               0               ok                      ok                      2.2199661191e+00        1.0000000000e+03        2.9926038638e+19        1.6079149147e+19        2.3286543550e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
759             0               8               0               ok                      ok                      2.2769702554e+00        1.0000000000e+03        3.0694507330e+19        1.6492028426e+19        2.3286566267e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
760             0               8               0               ok                      ok                      2.3354381399e+00        1.0000000000e+03        3.1482709145e+19        1.6915509589e+19        2.3286588740e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
761             0               8               0               ok                      ok                      2.3954073587e+00        1.0000000000e+03        3.2291150817e+19        1.7349864873e+19        2.3286610985e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
762             0               8               0               ok                      ok                      2.4569164630e+00        1.0000000000e+03        3.3120352093e+19        1.7795373502e+19        2.3286633021e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
763             0               8               0               ok                      ok                      2.5200049938e+00        1.0000000000e+03        3.3970846064e+19        1.8252321870e+19        2.3286654863e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
764             0               8               0               ok                      ok                      2.5847135075e+00        1.0000000000e+03        3.4843179512e+19        1.8721003727e+19        2.3286676528e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
765             0               8               0               ok                      ok                      2.6510836019e+00        1.0000000000e+03        3.5737913263e+19        1.9201720364e+19        2.3286698031e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
766             0               8               0               ok                      ok                      2.7191579430e+00        1.0000000000e+03        3.6655622540e+19        1.9694780810e+19        2.3286719386e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
767             0               8               0               ok                      ok                      2.7889802924e+00        1.0000000000e+03        3.7596897342e+19        2.0200502028e+19        2.3286740609e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
768             0               8               0               ok                      ok                      2.8605955352e+00        1.0000000000e+03        3.8562342817e+19        2.0719209120e+19        2.3286761714e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
769             0               8               0               ok                      ok                      2.9340497092e+00        1.0000000000e+03        3.9552579654e+19        2.1251235536e+19        2.3286782715e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
770             0               8               0               ok                      ok                      3.0093900344e+00        1.0000000000e+03        4.0568244481e+19        2.1796923291e+19        2.3286803624e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
771             0               8               0               ok                      ok                      3.0866649433e+00        1.0000000000e+03        4.1609990276e+19        2.2356623177e+19        2.3286824455e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
772             0               8               0               ok                      ok                      3.1659241120e+00        1.0000000000e+03        4.2678486783e+19        2.2930694999e+19        2.3286845221e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
773             0               8               0               ok                      ok                      3.2472184921e+00        1.0000000000e+03        4.3774420948e+19        2.3519507797e+19        2.3286865935e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
774             0               8               0               ok                      ok                      3.3306003436e+00        1.0000000000e+03        4.4898497357e+19        2.4123440090e+19        2.3286886609e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
775             0               8               0               ok                      ok                      3.4161232686e+00        1.0000000000e+03        4.6051438691e+19        2.4742880114e+19        2.3286907254e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
776             0               8               0               ok                      ok                      3.5038422453e+00        1.0000000000e+03        4.7233986189e+19        2.5378226075e+19        2.3286927884e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
777             0               8               0               ok                      ok                      3.5938136638e+00        1.0000000000e+03        4.8446900126e+19        2.6029886407e+19        2.3286948510e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
778             0               8               0               ok                      ok                      3.6860953622e+00        1.0000000000e+03        4.9690960301e+19        2.6698280028e+19        2.3286969144e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
779             0               8               0               ok                      ok                      3.7807466636e+00        1.0000000000e+03        5.0966966540e+19        2.7383836613e+19        2.3286989797e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
780             0               8               0               ok                      ok                      3.8778284146e+00        1.0000000000e+03        5.2275739208e+19        2.8086996873e+19        2.3287010480e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
781             0               8               0               ok                      ok                      3.9774030241e+00        1.0000000000e+03        5.3618119740e+19        2.8808212834e+19        2.3287031206e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
782             0               8               0               ok                      ok                      4.0795345035e+00        1.0000000000e+03        5.4994971178e+19        2.9547948128e+19        2.3287051986e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
783             0               8               0               ok                      ok                      4.1842885079e+00        1.0000000000e+03        5.6407178730e+19        3.0306678293e+19        2.3287072830e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
784             0               8               0               ok                      ok                      4.2917323784e+00        1.0000000000e+03        5.7855650336e+19        3.1084891080e+19        2.3287093751e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
785             0               8               0               ok                      ok                      4.4019351852e+00        1.0000000000e+03        5.9341317253e+19        3.1883086760e+19        2.3287114759e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
786             0               8               0               ok                      ok                      4.5149677720e+00        1.0000000000e+03        6.0865134656e+19        3.2701778454e+19        2.3287135867e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
787             0               8               0               ok                      ok                      4.6309028018e+00        1.0000000000e+03        6.2428082250e+19        3.3541492456e+19        2.3287157085e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
788             0               8               0               ok                      ok                      4.7498148032e+00        1.0000000000e+03        6.4031164899e+19        3.4402768576e+19        2.3287178425e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
789             0               8               0               ok                      ok                      4.8717802188e+00        1.0000000000e+03        6.5675413278e+19        3.5286160485e+19        2.3287199899e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
790             0               8               0               ok                      ok                      4.9968774539e+00        1.0000000000e+03        6.7361884527e+19        3.6192236071e+19        2.3287221517e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
791             0               8               0               ok                      ok                      5.1251869271e+00        1.0000000000e+03        6.9091662939e+19        3.7121577802e+19        2.3287243293e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
792             0               8               0               ok                      ok                      5.2567911220e+00        1.0000000000e+03        7.0865860654e+19        3.8074783106e+19        2.3287265237e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
793             0               8               0               ok                      ok                      5.3917746404e+00        1.0000000000e+03        7.2685618374e+19        3.9052464749e+19        2.3287287362e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
794             0               8               0               ok                      ok                      5.5302242562e+00        1.0000000000e+03        7.4552106097e+19        4.0055251235e+19        2.3287309680e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
795             0               8               0               ok                      ok                      5.6722289716e+00        1.0000000000e+03        7.6466523870e+19        4.1083787202e+19        2.3287332203e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
796             0               8               0               ok                      ok                      5.8178800743e+00        1.0000000000e+03        7.8430102561e+19        4.2138733844e+19        2.3287354943e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
797             0               8               0               ok                      ok                      5.9672711960e+00        1.0000000000e+03        8.0444104652e+19        4.3220769334e+19        2.3287377913e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
798             0               8               0               ok                      ok                      6.1204983725e+00        1.0000000000e+03        8.2509825046e+19        4.4330589255e+19        2.3287401126e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
799             0               8               0               ok                      ok                      6.2776601058e+00        1.0000000000e+03        8.4628591906e+19        4.5468907056e+19        2.3287424595e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
800             0               8               0               ok                      ok                      6.4388574272e+00        1.0000000000e+03        8.6801767506e+19        4.6636454502e+19        2.3287448332e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
801             0               8               0               ok                      ok                      6.6041939623e+00        1.0000000000e+03        8.9030749110e+19        4.7833982151e+19        2.3287472351e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
802             0               8               0               ok                      ok                      6.7737759975e+00        1.0000000000e+03        9.1316969865e+19        4.9062259832e+19        2.3287496666e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
803             0               8               0               ok                      ok                      6.9477125485e+00        1.0000000000e+03        9.3661899731e+19        5.0322077142e+19        2.3287521290e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
804             0               8               0               ok                      ok                      7.1261154301e+00        1.0000000000e+03        9.6067046419e+19        5.1614243954e+19        2.3287546237e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
805             0               8               0               ok                      ok                      7.3090993286e+00        1.0000000000e+03        9.8533956366e+19        5.2939590936e+19        2.3287571522e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
806             0               8               0               ok                      ok                      7.4967818750e+00        1.0000000000e+03        1.0106421573e+20        5.4298970086e+19        2.3287597157e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
807             0               8               0               ok                      ok                      7.6892837208e+00        1.0000000000e+03        1.0365945140e+20        5.5693255279e+19        2.3287623159e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
808             0               8               0               ok                      ok                      7.8867286156e+00        1.0000000000e+03        1.0632133207e+20        5.7123342831e+19        2.3287649541e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
809             0               8               0               ok                      ok                      8.0892434868e+00        1.0000000000e+03        1.0905156926e+20        5.8590152072e+19        2.3287676319e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
810             0               8               0               ok                      ok                      8.2969585208e+00        1.0000000000e+03        1.1185191849e+20        6.0094625939e+19        2.3287703507e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
811             0               8               0               ok                      ok                      8.5100072471e+00        1.0000000000e+03        1.1472418034e+20        6.1637731582e+19        2.3287731120e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
812             0               8               0               ok                      ok                      8.7285266238e+00        1.0000000000e+03        1.1767020165e+20        6.3220460985e+19        2.3287759174e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
813             0               8               0               ok                      ok                      8.9526571260e+00        1.0000000000e+03        1.2069187670e+20        6.4843831604e+19        2.3287787684e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
814             0               8               0               ok                      ok                      9.1825428357e+00        1.0000000000e+03        1.2379114840e+20        6.6508887021e+19        2.3287816666e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
815             0               8               0               ok                      ok                      9.4183315346e+00        1.0000000000e+03        1.2697000961e+20        6.8216697616e+19        2.3287846134e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
816             0               8               0               ok                      ok                      9.6601747995e+00        1.0000000000e+03        1.3023050433e+20        6.9968361253e+19        2.3287876106e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
817             0               8               0               ok                      ok                      9.9082280990e+00        1.0000000000e+03        1.3357472908e+20        7.1765003987e+19        2.3287906595e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
818             0               8               0               ok                      ok                      1.0162650894e+01        1.0000000000e+03        1.3700483424e+20        7.3607780790e+19        2.3287937619e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
819             0               8               0               ok                      ok                      1.0423606740e+01        1.0000000000e+03        1.4052302540e+20        7.5497876287e+19        2.3287969192e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
820             0               8               0               ok                      ok                      1.0691263392e+01        1.0000000000e+03        1.4413156482e+20        7.7436505526e+19        2.3288001329e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
821             0               8               0               ok                      ok                      1.0965792913e+01        1.0000000000e+03        1.4783277285e+20        7.9424914752e+19        2.3288034047e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
822             0               8               0               ok                      ok                      1.1247371784e+01        1.0000000000e+03        1.5162902945e+20        8.1464382212e+19        2.3288067360e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
823             0               8               0               ok                      ok                      1.1536181017e+01        1.0000000000e+03        1.5552277571e+20        8.3556218976e+19        2.3288101283e+00        ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      ok      
