#p (bar)        	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (u)           	H2O1            	C1O2            	C1O1            	C1H4            	H3N1            
3.5281541154e-04	1.0000000000e+03	4.7510087274e+15	2.5554316234e+15	2.3261645077e+00	2.9160998868e-04	2.4379931439e-07	4.9479718846e-04	5.2466669119e-09	1.2632371159e-09
3.6187498124e-04	1.0000000000e+03	4.8730048940e+15	2.6210498196e+15	2.3261645524e+00	2.9157553664e-04	2.4377038537e-07	4.9479695314e-04	5.5202236423e-09	1.2956743379e-09
3.7116718195e-04	1.0000000000e+03	4.9981336723e+15	2.6883529554e+15	2.3261645971e+00	2.9154103261e-04	2.4374140593e-07	4.9479670363e-04	5.8080443377e-09	1.3289444734e-09
3.8069798714e-04	1.0000000000e+03	5.1264755016e+15	2.7573842964e+15	2.3261646420e+00	2.9150648499e-04	2.4371238270e-07	4.9479643917e-04	6.1108726230e-09	1.3630689097e-09
3.9047352369e-04	1.0000000000e+03	5.2581128862e+15	2.8281882194e+15	2.3261646870e+00	2.9147190226e-04	2.4368332241e-07	4.9479615899e-04	6.4294908716e-09	1.3980695828e-09
4.0050007579e-04	1.0000000000e+03	5.3931304494e+15	2.9008102406e+15	2.3261647322e+00	2.9143729296e-04	2.4365423178e-07	4.9479586223e-04	6.7647222232e-09	1.4339689923e-09
4.1078408900e-04	1.0000000000e+03	5.5316149871e+15	2.9752970451e+15	2.3261647774e+00	2.9140266567e-04	2.4362511756e-07	4.9479554804e-04	7.1174327061e-09	1.4707902153e-09
4.2133217438e-04	1.0000000000e+03	5.6736555242e+15	3.0516965165e+15	2.3261648227e+00	2.9136802904e-04	2.4359598653e-07	4.9479521549e-04	7.4885334701e-09	1.5085569215e-09
4.3215111278e-04	1.0000000000e+03	5.8193433715e+15	3.1300577683e+15	2.3261648682e+00	2.9133339174e-04	2.4356684548e-07	4.9479486362e-04	7.8789831353e-09	1.5472933883e-09
4.4324785912e-04	1.0000000000e+03	5.9687721844e+15	3.2104311749e+15	2.3261649137e+00	2.9129876249e-04	2.4353770121e-07	4.9479449141e-04	8.2897902636e-09	1.5870245167e-09
4.5462954695e-04	1.0000000000e+03	6.1220380232e+15	3.2928684043e+15	2.3261649593e+00	2.9126415005e-04	2.4350856050e-07	4.9479409778e-04	8.7220159579e-09	1.6277758466e-09
4.6630349297e-04	1.0000000000e+03	6.2792394150e+15	3.3774224511e+15	2.3261650050e+00	2.9122956319e-04	2.4347943016e-07	4.9479368163e-04	9.1767765968e-09	1.6695735743e-09
4.7827720177e-04	1.0000000000e+03	6.4404774166e+15	3.4641476709e+15	2.3261650508e+00	2.9119501072e-04	2.4345031696e-07	4.9479324176e-04	9.6552467120e-09	1.7124445681e-09
4.9055837064e-04	1.0000000000e+03	6.6058556799e+15	3.5530998149e+15	2.3261650967e+00	2.9116050143e-04	2.4342122767e-07	4.9479277693e-04	1.0158662014e-08	1.7564163866e-09
5.0315489450e-04	1.0000000000e+03	6.7754805184e+15	3.6443360659e+15	2.3261651426e+00	2.9112604417e-04	2.4339216902e-07	4.9479228583e-04	1.0688322578e-08	1.8015172960e-09
5.1607487104e-04	1.0000000000e+03	6.9494609754e+15	3.7379150750e+15	2.3261651887e+00	2.9109164775e-04	2.4336314773e-07	4.9479176709e-04	1.1245596189e-08	1.8477762879e-09
5.2932660584e-04	1.0000000000e+03	7.1279088943e+15	3.8338969994e+15	2.3261652348e+00	2.9105732101e-04	2.4333417047e-07	4.9479121927e-04	1.1831921870e-08	1.8952230988e-09
5.4291861776e-04	1.0000000000e+03	7.3109389904e+15	3.9323435411e+15	2.3261652809e+00	2.9102307277e-04	2.4330524389e-07	4.9479064084e-04	1.2448813586e-08	1.9438882283e-09
5.5685964443e-04	1.0000000000e+03	7.4986689246e+15	4.0333179862e+15	2.3261653272e+00	2.9098891186e-04	2.4327637459e-07	4.9479003019e-04	1.3097864141e-08	1.9938029593e-09
5.7115864781e-04	1.0000000000e+03	7.6912193791e+15	4.1368852461e+15	2.3261653735e+00	2.9095484709e-04	2.4324756910e-07	4.9478938566e-04	1.3780749284e-08	2.0449993780e-09
5.8582482002e-04	1.0000000000e+03	7.8887141350e+15	4.2431118989e+15	2.3261654199e+00	2.9092088725e-04	2.4321883392e-07	4.9478870546e-04	1.4499232021e-08	2.0975103943e-09
6.0086758917e-04	1.0000000000e+03	8.0912801518e+15	4.3520662324e+15	2.3261654664e+00	2.9088704113e-04	2.4319017549e-07	4.9478798775e-04	1.5255167155e-08	2.1513697631e-09
6.1629662551e-04	1.0000000000e+03	8.2990476493e+15	4.4638182877e+15	2.3261655129e+00	2.9085331749e-04	2.4316160018e-07	4.9478723055e-04	1.6050506057e-08	2.2066121062e-09
6.3212184758e-04	1.0000000000e+03	8.5121501907e+15	4.5784399046e+15	2.3261655596e+00	2.9081972507e-04	2.4313311429e-07	4.9478643182e-04	1.6887301695e-08	2.2632729340e-09
6.4835342861e-04	1.0000000000e+03	8.7307247690e+15	4.6960047674e+15	2.3261656063e+00	2.9078627258e-04	2.4310472406e-07	4.9478558938e-04	1.7767713911e-08	2.3213886690e-09
6.6500180304e-04	1.0000000000e+03	8.9549118951e+15	4.8165884526e+15	2.3261656531e+00	2.9075296874e-04	2.4307643565e-07	4.9478470095e-04	1.8694014982e-08	2.3809966687e-09
6.8207767329e-04	1.0000000000e+03	9.1848556877e+15	4.9402684773e+15	2.3261656999e+00	2.9071982221e-04	2.4304825515e-07	4.9478376415e-04	1.9668595464e-08	2.4421352498e-09
6.9959201654e-04	1.0000000000e+03	9.4207039661e+15	5.0671243491e+15	2.3261657469e+00	2.9068684164e-04	2.4302018855e-07	4.9478277645e-04	2.0693970343e-08	2.5048437128e-09
7.1755609189e-04	1.0000000000e+03	9.6626083456e+15	5.1972376172e+15	2.3261657940e+00	2.9065403565e-04	2.4299224178e-07	4.9478173520e-04	2.1772785504e-08	2.5691623674e-09
7.3598144753e-04	1.0000000000e+03	9.9107243345e+15	5.3306919248e+15	2.3261658411e+00	2.9062141286e-04	2.4296442067e-07	4.9478063762e-04	2.2907824533e-08	2.6351325581e-09
7.5487992817e-04	1.0000000000e+03	1.0165211434e+16	5.4675730629e+15	2.3261658884e+00	2.9058898186e-04	2.4293673098e-07	4.9477948076e-04	2.4102015874e-08	2.7027966909e-09
7.7426368268e-04	1.0000000000e+03	1.0426233242e+16	5.6079690253e+15	2.3261659358e+00	2.9055675119e-04	2.4290917836e-07	4.9477826154e-04	2.5358440360e-08	2.7721982610e-09
7.9414517190e-04	1.0000000000e+03	1.0693957555e+16	5.7519700655e+15	2.3261659833e+00	2.9052472943e-04	2.4288176838e-07	4.9477697673e-04	2.6680339131e-08	2.8433818798e-09
8.1453717663e-04	1.0000000000e+03	1.0968556482e+16	5.8996687545e+15	2.3261660310e+00	2.9049292512e-04	2.4285450652e-07	4.9477562289e-04	2.8071121959e-08	2.9163933045e-09
8.3545280584e-04	1.0000000000e+03	1.1250206547e+16	6.0511600402e+15	2.3261660788e+00	2.9046134678e-04	2.4282739817e-07	4.9477419646e-04	2.9534376014e-08	2.9912794671e-09
8.5690550513e-04	1.0000000000e+03	1.1539088809e+16	6.2065413087e+15	2.3261661268e+00	2.9043000295e-04	2.4280044861e-07	4.9477269364e-04	3.1073875079e-08	3.0680885043e-09
8.7890906534e-04	1.0000000000e+03	1.1835388977e+16	6.3659124466e+15	2.3261661749e+00	2.9039890219e-04	2.4277366306e-07	4.9477111047e-04	3.2693589236e-08	3.1468697892e-09
9.0147763145e-04	1.0000000000e+03	1.2139297528e+16	6.5293759055e+15	2.3261662233e+00	2.9036805302e-04	2.4274704663e-07	4.9476944276e-04	3.4397695067e-08	3.2276739620e-09
9.2462571164e-04	1.0000000000e+03	1.2451009829e+16	6.6970367678e+15	2.3261662718e+00	2.9033746403e-04	2.4272060432e-07	4.9476768613e-04	3.6190586375e-08	3.3105529636e-09
9.4836818663e-04	1.0000000000e+03	1.2770726265e+16	6.8690028141e+15	2.3261663206e+00	2.9030714381e-04	2.4269434109e-07	4.9476583594e-04	3.8076885457e-08	3.3955600681e-09
9.7272031925e-04	1.0000000000e+03	1.3098652366e+16	7.0453845926e+15	2.3261663696e+00	2.9027710099e-04	2.4266826177e-07	4.9476388733e-04	4.0061454970e-08	3.4827499177e-09
9.9769776424e-04	1.0000000000e+03	1.3434998938e+16	7.2262954903e+15	2.3261664189e+00	2.9024734425e-04	2.4264237112e-07	4.9476183519e-04	4.2149410402e-08	3.5721785574e-09
1.0233165783e-03	1.0000000000e+03	1.3779982204e+16	7.4118518054e+15	2.3261664684e+00	2.9021788233e-04	2.4261667382e-07	4.9475967414e-04	4.4346133193e-08	3.6639034710e-09
1.0495932306e-03	1.0000000000e+03	1.4133823936e+16	7.6021728228e+15	2.3261665183e+00	2.9018872403e-04	2.4259117448e-07	4.9475739850e-04	4.6657284534e-08	3.7579836183e-09
1.0765446128e-03	1.0000000000e+03	1.4496751601e+16	7.7973808900e+15	2.3261665685e+00	2.9015987823e-04	2.4256587761e-07	4.9475500234e-04	4.9088819876e-08	3.8544794731e-09
1.1041880509e-03	1.0000000000e+03	1.4868998508e+16	7.9976014965e+15	2.3261666190e+00	2.9013135391e-04	2.4254078767e-07	4.9475247938e-04	5.1647004191e-08	3.9534530614e-09
1.1325413152e-03	1.0000000000e+03	1.5250803955e+16	8.2029633538e+15	2.3261666699e+00	2.9010316017e-04	2.4251590904e-07	4.9474982303e-04	5.4338428021e-08	4.0549680019e-09
1.1616226326e-03	1.0000000000e+03	1.5642413388e+16	8.4135984787e+15	2.3261667213e+00	2.9007530622e-04	2.4249124605e-07	4.9474702637e-04	5.7170024356e-08	4.1590895468e-09
1.1914506981e-03	1.0000000000e+03	1.6044078553e+16	8.6296422778e+15	2.3261667731e+00	2.9004780141e-04	2.4246680297e-07	4.9474408209e-04	6.0149086382e-08	4.2658846233e-09
1.2220446866e-03	1.0000000000e+03	1.6456057661e+16	8.8512336346e+15	2.3261668253e+00	2.9002065527e-04	2.4244258401e-07	4.9474098254e-04	6.3283286143e-08	4.3754218771e-09
1.2534242655e-03	1.0000000000e+03	1.6878615553e+16	9.0785149988e+15	2.3261668781e+00	2.8999387750e-04	2.4241859336e-07	4.9473771965e-04	6.6580694167e-08	4.4877717163e-09
1.2856096069e-03	1.0000000000e+03	1.7312023871e+16	9.3116324782e+15	2.3261669314e+00	2.8996747799e-04	2.4239483514e-07	4.9473428492e-04	7.0049800103e-08	4.6030063566e-09
1.3186214014e-03	1.0000000000e+03	1.7756561232e+16	9.5507359321e+15	2.3261669853e+00	2.8994146687e-04	2.4237131346e-07	4.9473066943e-04	7.3699534418e-08	4.7211998677e-09
1.3524808704e-03	1.0000000000e+03	1.8212513409e+16	9.7959790679e+15	2.3261670399e+00	2.8991585450e-04	2.4234803241e-07	4.9472686380e-04	7.7539291218e-08	4.8424282210e-09
1.3872097805e-03	1.0000000000e+03	1.8680173511e+16	1.0047519540e+16	2.3261670952e+00	2.8989065153e-04	2.4232499607e-07	4.9472285814e-04	8.1578952229e-08	4.9667693383e-09
1.4228304572e-03	1.0000000000e+03	1.9159842174e+16	1.0305519051e+16	2.3261671511e+00	2.8986586887e-04	2.4230220850e-07	4.9471864207e-04	8.5828912027e-08	5.0943031422e-09
1.4593657992e-03	1.0000000000e+03	1.9651827753e+16	1.0570143455e+16	2.3261672079e+00	2.8984151779e-04	2.4227967378e-07	4.9471420466e-04	9.0300104552e-08	5.2251116067e-09
1.4968392931e-03	1.0000000000e+03	2.0156446524e+16	1.0841562867e+16	2.3261672655e+00	2.8981760989e-04	2.4225739600e-07	4.9470953441e-04	9.5004030986e-08	5.3592788108e-09
1.5352750288e-03	1.0000000000e+03	2.0674022882e+16	1.1119951767e+16	2.3261673239e+00	2.8979415715e-04	2.4223537929e-07	4.9470461923e-04	9.9952789062e-08	5.4968909917e-09
1.5746977146e-03	1.0000000000e+03	2.1204889551e+16	1.1405489119e+16	2.3261673834e+00	2.8977117197e-04	2.4221362780e-07	4.9469944642e-04	1.0515910388e-07	5.6380366007e-09
1.6151326935e-03	1.0000000000e+03	2.1749387802e+16	1.1698358479e+16	2.3261674438e+00	2.8974866720e-04	2.4219214575e-07	4.9469400258e-04	1.1063636028e-07	5.7828063601e-09
1.6566059589e-03	1.0000000000e+03	2.2307867666e+16	1.1998748117e+16	2.3261675053e+00	2.8972665616e-04	2.4217093739e-07	4.9468827365e-04	1.1639863692e-07	5.9312933210e-09
1.6991441720e-03	1.0000000000e+03	2.2880688163e+16	1.2306851141e+16	2.3261675680e+00	2.8970515270e-04	2.4215000710e-07	4.9468224484e-04	1.2246074200e-07	6.0835929235e-09
1.7427746784e-03	1.0000000000e+03	2.3468217534e+16	1.2622865612e+16	2.3261676319e+00	2.8968417121e-04	2.4212935931e-07	4.9467590058e-04	1.2883825096e-07	6.2398030578e-09
1.7875255259e-03	1.0000000000e+03	2.4070833473e+16	1.2946994681e+16	2.3261676971e+00	2.8966372670e-04	2.4210899856e-07	4.9466922449e-04	1.3554754593e-07	6.4000241271e-09
1.8334254826e-03	1.0000000000e+03	2.4688923374e+16	1.3279446714e+16	2.3261677636e+00	2.8964383482e-04	2.4208892952e-07	4.9466219936e-04	1.4260585733e-07	6.5643591125e-09
1.8805040551e-03	1.0000000000e+03	2.5322884579e+16	1.3620435427e+16	2.3261678317e+00	2.8962451188e-04	2.4206915700e-07	4.9465480708e-04	1.5003130751e-07	6.7329136384e-09
1.9287915080e-03	1.0000000000e+03	2.5973124633e+16	1.3970180024e+16	2.3261679013e+00	2.8960577494e-04	2.4204968597e-07	4.9464702861e-04	1.5784295661e-07	6.9057960411e-09
1.9783188828e-03	1.0000000000e+03	2.6640061545e+16	1.4328905339e+16	2.3261679726e+00	2.8958764186e-04	2.4203052155e-07	4.9463884390e-04	1.6606085080e-07	7.0831174378e-09
2.0291180180e-03	1.0000000000e+03	2.7324124058e+16	1.4696841978e+16	2.3261680456e+00	2.8957013132e-04	2.4201166906e-07	4.9463023190e-04	1.7470607295e-07	7.2649917984e-09
2.0812215700e-03	1.0000000000e+03	2.8025751925e+16	1.5074226469e+16	2.3261681205e+00	2.8955326287e-04	2.4199313405e-07	4.9462117045e-04	1.8380079577e-07	7.4515360186e-09
2.1346630333e-03	1.0000000000e+03	2.8745396192e+16	1.5461301412e+16	2.3261681973e+00	2.8953705704e-04	2.4197492227e-07	4.9461163625e-04	1.9336833782e-07	7.6428699948e-09
2.1894767629e-03	1.0000000000e+03	2.9483519486e+16	1.5858315639e+16	2.3261682763e+00	2.8952153536e-04	2.4195703974e-07	4.9460160478e-04	2.0343322214e-07	7.8391167014e-09
2.2456979955e-03	1.0000000000e+03	3.0240596312e+16	1.6265524370e+16	2.3261683575e+00	2.8950672041e-04	2.4193949274e-07	4.9459105029e-04	2.1402123803e-07	8.0404022694e-09
2.3033628731e-03	1.0000000000e+03	3.1017113364e+16	1.6683189378e+16	2.3261684410e+00	2.8949263593e-04	2.4192228787e-07	4.9457994567e-04	2.2515950577e-07	8.2468560680e-09
2.3625084655e-03	1.0000000000e+03	3.1813569829e+16	1.7111579159e+16	2.3261685270e+00	2.8947930684e-04	2.4190543202e-07	4.9456826242e-04	2.3687654472e-07	8.4586107871e-09
2.4231727942e-03	1.0000000000e+03	3.2630477715e+16	1.7550969104e+16	2.3261686157e+00	2.8946675937e-04	2.4188893244e-07	4.9455597058e-04	2.4920234475e-07	8.6758025229e-09
2.4853948574e-03	1.0000000000e+03	3.3468362178e+16	1.8001641673e+16	2.3261687071e+00	2.8945502107e-04	2.4187279677e-07	4.9454303863e-04	2.6216844128e-07	8.8985708650e-09
2.5492146545e-03	1.0000000000e+03	3.4327761856e+16	1.8463886581e+16	2.3261688014e+00	2.8944412095e-04	2.4185703302e-07	4.9452943344e-04	2.7580799402e-07	9.1270589864e-09
2.6146732118e-03	1.0000000000e+03	3.5209229223e+16	1.8938000982e+16	2.3261688989e+00	2.8943408951e-04	2.4184164963e-07	4.9451512017e-04	2.9015586973e-07	9.3614137353e-09
2.6818126095e-03	1.0000000000e+03	3.6113330937e+16	1.9424289660e+16	2.3261689996e+00	2.8942495887e-04	2.4182665551e-07	4.9450006218e-04	3.0524872898e-07	9.6017857292e-09
2.7506760079e-03	1.0000000000e+03	3.7040648207e+16	1.9923065224e+16	2.3261691039e+00	2.8941676284e-04	2.4181206006e-07	4.9448422097e-04	3.2112511725e-07	9.8483294520e-09
2.8213076759e-03	1.0000000000e+03	3.7991777168e+16	2.0434648314e+16	2.3261692117e+00	2.8940953702e-04	2.4179787317e-07	4.9446755602e-04	3.3782556056e-07	1.0101203353e-08
2.8937530191e-03	1.0000000000e+03	3.8967329263e+16	2.0959367798e+16	2.3261693235e+00	2.8940331890e-04	2.4178410533e-07	4.9445002478e-04	3.5539266576e-07	1.0360569948e-08
2.9680586087e-03	1.0000000000e+03	3.9967931635e+16	2.1497560992e+16	2.3261694393e+00	2.8939814796e-04	2.4177076757e-07	4.9443158247e-04	3.7387122579e-07	1.0626595926e-08
3.0442722121e-03	1.0000000000e+03	4.0994227533e+16	2.2049573875e+16	2.3261695594e+00	2.8939406580e-04	2.4175787158e-07	4.9441218205e-04	3.9330833007e-07	1.0899452253e-08
3.1224428231e-03	1.0000000000e+03	4.2046876721e+16	2.2615761306e+16	2.3261696841e+00	2.8939111620e-04	2.4174542969e-07	4.9439177404e-04	4.1375348027e-07	1.1179314284e-08
3.2026206937e-03	1.0000000000e+03	4.3126555910e+16	2.3196487258e+16	2.3261698135e+00	2.8938934534e-04	2.4173345494e-07	4.9437030646e-04	4.3525871175e-07	1.1466361874e-08
3.2848573660e-03	1.0000000000e+03	4.4233959184e+16	2.3792125052e+16	2.3261699480e+00	2.8938880180e-04	2.4172196111e-07	4.9434772465e-04	4.5787872081e-07	1.1760779495e-08
3.3692057060e-03	1.0000000000e+03	4.5369798451e+16	2.4403057591e+16	2.3261700879e+00	2.8938953681e-04	2.4171096275e-07	4.9432397116e-04	4.8167099815e-07	1.2062756355e-08
3.4557199368e-03	1.0000000000e+03	4.6534803904e+16	2.5029677614e+16	2.3261702333e+00	2.8939160431e-04	2.4170047527e-07	4.9429898560e-04	5.0669596872e-07	1.2372486517e-08
3.5444556740e-03	1.0000000000e+03	4.7729724481e+16	2.5672387942e+16	2.3261703847e+00	2.8939506111e-04	2.4169051492e-07	4.9427270452e-04	5.3301713821e-07	1.2690169024e-08
3.6354699613e-03	1.0000000000e+03	4.8955328358e+16	2.6331601742e+16	2.3261705423e+00	2.8939996708e-04	2.4168109890e-07	4.9424506124e-04	5.6070124663e-07	1.3016008031e-08
3.7288213072e-03	1.0000000000e+03	5.0212403432e+16	2.7007742788e+16	2.3261707065e+00	2.8940638525e-04	2.4167224535e-07	4.9421598565e-04	5.8981842902e-07	1.3350212928e-08
3.8245697225e-03	1.0000000000e+03	5.1501757838e+16	2.7701245736e+16	2.3261708775e+00	2.8941438201e-04	2.4166397347e-07	4.9418540413e-04	6.2044238381e-07	1.3692998483e-08
3.9227767589e-03	1.0000000000e+03	5.2824220460e+16	2.8412556406e+16	2.3261710559e+00	2.8942402727e-04	2.4165630351e-07	4.9415323929e-04	6.5265054910e-07	1.4044584974e-08
4.0235055489e-03	1.0000000000e+03	5.4180641468e+16	2.9142132062e+16	2.3261712420e+00	2.8943539467e-04	2.4164925684e-07	4.9411940983e-04	6.8652428709e-07	1.4405198334e-08
4.1268208457e-03	1.0000000000e+03	5.5571892865e+16	2.9890441710e+16	2.3261714361e+00	2.8944856172e-04	2.4164285606e-07	4.9408383032e-04	7.2214907702e-07	1.4775070293e-08
4.2327890656e-03	1.0000000000e+03	5.6998869046e+16	3.0657966403e+16	2.3261716387e+00	2.8946361002e-04	2.4163712499e-07	4.9404641104e-04	7.5961471707e-07	1.5154438527e-08
4.3414783301e-03	1.0000000000e+03	5.8462487376e+16	3.1445199541e+16	2.3261718503e+00	2.8948062547e-04	2.4163208875e-07	4.9400705773e-04	7.9901553541e-07	1.5543546815e-08
4.4529585099e-03	1.0000000000e+03	5.9963688775e+16	3.2252647197e+16	2.3261720713e+00	2.8949969849e-04	2.4162777386e-07	4.9396567138e-04	8.4045061080e-07	1.5942645189e-08
4.5673012702e-03	1.0000000000e+03	6.1503438329e+16	3.3080828438e+16	2.3261723022e+00	2.8952092422e-04	2.4162420825e-07	4.9392214800e-04	8.8402400313e-07	1.6351990099e-08
4.6845801159e-03	1.0000000000e+03	6.3082725904e+16	3.3930275659e+16	2.3261725436e+00	2.8954440279e-04	2.4162142139e-07	4.9387637840e-04	9.2984499424e-07	1.6771844576e-08
4.8048704397e-03	1.0000000000e+03	6.4702566790e+16	3.4801534928e+16	2.3261727960e+00	2.8957023951e-04	2.4161944430e-07	4.9382824789e-04	9.7802833929e-07	1.7202478399e-08
4.9282495700e-03	1.0000000000e+03	6.6364002348e+16	3.5695166331e+16	2.3261730599e+00	2.8959854519e-04	2.4161830966e-07	4.9377763609e-04	1.0286945292e-06	1.7644168274e-08
5.0547968212e-03	1.0000000000e+03	6.8068100682e+16	3.6611744340e+16	2.3261733359e+00	2.8962943635e-04	2.4161805188e-07	4.9372441657e-04	1.0819700645e-06	1.8097198003e-08
5.1845935439e-03	1.0000000000e+03	6.9815957325e+16	3.7551858176e+16	2.3261736247e+00	2.8966303552e-04	2.4161870715e-07	4.9366845664e-04	1.1379877405e-06	1.8561858674e-08
5.3177231779e-03	1.0000000000e+03	7.1608695947e+16	3.8516112190e+16	2.3261739270e+00	2.8969947154e-04	2.4162031356e-07	4.9360961700e-04	1.1968869451e-06	1.9038448841e-08
5.4542713053e-03	1.0000000000e+03	7.3447469072e+16	3.9505126251e+16	2.3261742433e+00	2.8973887983e-04	2.4162291115e-07	4.9354775149e-04	1.2588139688e-06	1.9527274722e-08
5.5943257062e-03	1.0000000000e+03	7.5333458823e+16	4.0519536147e+16	2.3261745746e+00	2.8978140272e-04	2.4162654200e-07	4.9348270668e-04	1.3239223269e-06	2.0028650390e-08
5.7379764142e-03	1.0000000000e+03	7.7267877683e+16	4.1559993990e+16	2.3261749214e+00	2.8982718977e-04	2.4163125033e-07	4.9341432162e-04	1.3923730958e-06	2.0542897977e-08
5.8853157752e-03	1.0000000000e+03	7.9251969271e+16	4.2627168637e+16	2.3261752847e+00	2.8987639812e-04	2.4163708255e-07	4.9334242744e-04	1.4643352619e-06	2.1070347881e-08
6.0364385061e-03	1.0000000000e+03	8.1287009146e+16	4.3721746121e+16	2.3261756652e+00	2.8992919279e-04	2.4164408739e-07	4.9326684702e-04	1.5399860845e-06	2.1611338976e-08
6.1914417560e-03	1.0000000000e+03	8.3374305625e+16	4.4844430090e+16	2.3261760638e+00	2.8998574713e-04	2.4165231597e-07	4.9318739457e-04	1.6195114727e-06	2.2166218832e-08
6.3504251686e-03	1.0000000000e+03	8.5515200625e+16	4.5995942260e+16	2.3261764815e+00	2.9004624309e-04	2.4166182186e-07	4.9310387529e-04	1.7031063764e-06	2.2735343934e-08
6.5134909463e-03	1.0000000000e+03	8.7711070528e+16	4.7177022880e+16	2.3261769192e+00	2.9011087171e-04	2.4167266123e-07	4.9301608492e-04	1.7909751921e-06	2.3319079915e-08
6.6807439157e-03	1.0000000000e+03	8.9963327062e+16	4.8388431207e+16	2.3261773779e+00	2.9017983344e-04	2.4168489290e-07	4.9292380936e-04	1.8833321826e-06	2.3917801788e-08
6.8522915953e-03	1.0000000000e+03	9.2273418215e+16	4.9630945992e+16	2.3261778586e+00	2.9025333861e-04	2.4169857845e-07	4.9282682421e-04	1.9804019124e-06	2.4531894184e-08
7.0282442643e-03	1.0000000000e+03	9.4642829162e+16	5.0905365986e+16	2.3261783626e+00	2.9033160785e-04	2.4171378230e-07	4.9272489431e-04	2.0824196975e-06	2.5161751604e-08
7.2087150338e-03	1.0000000000e+03	9.7073083221e+16	5.2212510448e+16	2.3261788909e+00	2.9041487253e-04	2.4173057179e-07	4.9261777331e-04	2.1896320702e-06	2.5807778668e-08
7.3938199192e-03	1.0000000000e+03	9.9565742836e+16	5.3553219675e+16	2.3261794448e+00	2.9050337519e-04	2.4174901731e-07	4.9250520317e-04	2.3022972588e-06	2.6470390376e-08
7.5836779150e-03	1.0000000000e+03	1.0212241058e+17	5.4928355541e+16	2.3261800255e+00	2.9059737007e-04	2.4176919234e-07	4.9238691367e-04	2.4206856822e-06	2.7150012373e-08
7.7784110713e-03	1.0000000000e+03	1.0474473018e+17	5.6338802051e+16	2.3261806343e+00	2.9069712356e-04	2.4179117358e-07	4.9226262189e-04	2.5450804598e-06	2.7847081221e-08
7.9781445721e-03	1.0000000000e+03	1.0743438760e+17	5.7785465908e+16	2.3261812728e+00	2.9080291469e-04	2.4181504099e-07	4.9213203170e-04	2.6757779347e-06	2.8562044680e-08
8.1830068159e-03	1.0000000000e+03	1.1019311207e+17	5.9269277100e+16	2.3261819422e+00	2.9091503568e-04	2.4184087792e-07	4.9199483323e-04	2.8130882121e-06	2.9295361997e-08
8.3931294982e-03	1.0000000000e+03	1.1302267728e+17	6.0791189493e+16	2.3261826442e+00	2.9103379242e-04	2.4186877111e-07	4.9185070228e-04	2.9573357113e-06	3.0047504195e-08
8.6086476961e-03	1.0000000000e+03	1.1592490245e+17	6.2352181446e+16	2.3261833803e+00	2.9115950504e-04	2.4189881083e-07	4.9169929981e-04	3.1088597303e-06	3.0818954379e-08
8.8296999555e-03	1.0000000000e+03	1.1890165352e+17	6.3953256443e+16	2.3261841523e+00	2.9129250845e-04	2.4193109092e-07	4.9154027132e-04	3.2680150237e-06	3.1610208043e-08
9.0564283794e-03	1.0000000000e+03	1.2195484439e+17	6.5595443733e+16	2.3261849618e+00	2.9143315288e-04	2.4196570881e-07	4.9137324628e-04	3.4351723922e-06	3.2421773390e-08
9.2889787202e-03	1.0000000000e+03	1.2508643808e+17	6.7279798994e+16	2.3261858107e+00	2.9158180447e-04	2.4200276561e-07	4.9119783752e-04	3.6107192826e-06	3.3254171654e-08
9.5275004724e-03	1.0000000000e+03	1.2829844807e+17	6.9007405013e+16	2.3261867008e+00	2.9173884584e-04	2.4204236612e-07	4.9101364065e-04	3.7950603980e-06	3.4107937435e-08
9.7721469697e-03	1.0000000000e+03	1.3159293954e+17	7.0779372380e+16	2.3261876343e+00	2.9190467665e-04	2.4208461884e-07	4.9082023340e-04	3.9886183161e-06	3.4983619044e-08
1.0023075483e-02	1.0000000000e+03	1.3497203072e+17	7.2596840202e+16	2.3261886130e+00	2.9207971422e-04	2.4212963602e-07	4.9061717502e-04	4.1918341152e-06	3.5881778850e-08
1.0280447321e-02	1.0000000000e+03	1.3843789425e+17	7.4460976837e+16	2.3261896393e+00	2.9226439411e-04	2.4217753358e-07	4.9040400562e-04	4.4051680051e-06	3.6802993642e-08
1.0544427935e-02	1.0000000000e+03	1.4199275860e+17	7.6372980644e+16	2.3261907153e+00	2.9245917072e-04	2.4222843115e-07	4.9018024561e-04	4.6290999618e-06	3.7747854998e-08
1.0815187026e-02	1.0000000000e+03	1.4563890945e+17	7.8334080751e+16	2.3261918434e+00	2.9266451783e-04	2.4228245200e-07	4.8994539498e-04	4.8641303639e-06	3.8716969663e-08
1.1092898649e-02	1.0000000000e+03	1.4937869123e+17	8.0345537852e+16	2.3261930261e+00	2.9288092929e-04	2.4233972295e-07	4.8969893269e-04	5.1107806281e-06	3.9710959937e-08
1.1377741332e-02	1.0000000000e+03	1.5321450858e+17	8.2408645008e+16	2.3261942659e+00	2.9310891951e-04	2.4240037430e-07	4.8944031607e-04	5.3695938418e-06	4.0730464074e-08
1.1669898186e-02	1.0000000000e+03	1.5714882791e+17	8.4524728488e+16	2.3261955655e+00	2.9334902410e-04	2.4246453969e-07	4.8916898018e-04	5.6411353899e-06	4.1776136691e-08
